id,nome,partido
335,Bloco Parlamentar da Resistência Democrática,BLPRD
337,Minoria,Minoria
346,Bloco Parlamentar Aliança,BLALIANÇA
357,Bloco Parlamentar Vanguarda,BLVANG
358,Bloco Parlamentar Democracia,BLDEM
359,Bloco Parlamentar Pelo Brasil,BLPBR
